address1,address2,city,country,createdAt,loc.coordinates,name,priceLevel,reviewStats.community.averageScore,reviewStats.community.count,reviewStats.dave.averageScore,reviewStats.dave.count,reviewStats.dave.totalScore,state,zip,formatted_address,latitude,longitude,string_concat,dave_score_int,review_number
231 Mott St,,New York,US,2018-04-16T19:58:11.272Z,"[-73.9951331, 40.7226371]",Emporio,2,0,0,7.1,1,7.1,NY,10012,"231 Mott St, New York, NY 10012, USA",40.7225943,-73.9952614,Emporio | Dave - 7.1 | Community - 0.0,71,263
27 Prince St,,New York,US,2018-03-23T17:46:54.402Z,"[-73.9944863319397, 40.7229087705545]",Prince Street Pizza,1,8.605673759,141,8.6,1,8.6,NY,10012,"27 Prince St, New York, NY 10012, USA",40.7230533,-73.9945497,Prince Street Pizza | Dave - 8.6 | Community - 8.61,86,264
235 Mulberry St,,New York,US,2018-03-23T17:42:42.399Z,"[-73.99622, 40.72275]",Rubirosa,2,8.702564103,39,8.1,1,8.1,NY,10012,,,,Rubirosa | Dave - 8.1 | Community - 8.7,81,265
50 2nd Ave,,New York,US,2018-03-23T17:46:41.199Z,"[-73.989746, 40.725353]",Proto's Pizza,1,7.290909091,11,7.2,1,7.2,NY,10003,"50 2nd Ave, New York, NY 10003, USA",40.7253326,-73.9898267,Proto's Pizza | Dave - 7.2 | Community - 7.29,72,266
310 Bowery,,New York,US,2018-03-23T17:42:40.382Z,"[-73.9925056790985, 40.7248881372237]",310 Bowery Bar,2,7.8,2,8.1,1,8.1,NY,10012,"310 Bowery, New York, NY 10012, USA",40.7249939,-73.9927133,310 Bowery Bar | Dave - 8.1 | Community - 7.8,81,267
267 Lafayette St,,New York,US,2018-12-08T21:30:13.454Z,"[-73.99645, 40.72348]",La Rossa,0,7.15,4,4.8,1,4.8,NY,10012,"267 Lafayette St, New York, NY 10012, USA",40.7234824,-73.9964503,La Rossa | Dave - 4.8 | Community - 7.15,48,268
83 Saint Marks Pl,,New York,US,2018-03-23T17:48:05.960Z,"[-73.9854299, 40.72778]",Stromboli Pizza,1,7.536842105,19,8.2,1,8.2,NY,10003,"83 St Marks Pl, New York, NY 10003, USA",40.7278516,-73.9853674,Stromboli Pizza | Dave - 8.2 | Community - 7.54,82,269
201 Avenue A,,New York,US,2018-03-23T17:43:59.267Z,"[-73.98125, 40.7294399]",Baker's Pizza,1,7.29,10,7.3,1,7.3,NY,10009,"201 Avenue A, New York, NY 10009, USA",40.7294404,-73.9812861,Baker's Pizza | Dave - 7.3 | Community - 7.29,73,270
145 1st Ave,,New York,US,2018-03-23T17:47:54.806Z,"[-73.9852499, 40.72823]",East Village Pizza,1,8.306976744,43,8,1,8,NY,10003,"145 1st Avenue, New York, 10003, United States",40.7282177,-73.9850845,East Village Pizza | Dave - 8.0 | Community - 8.31,80,271
168 1st Ave,,New York,US,2018-05-02T00:28:06.411Z,"[-73.98411, 40.72892]",Joe & Pat's Pizzeria,2,8.669230769,52,8.4,1,8.4,NY,10009,"168 1st Avenue, New York, NY 10009, USA",40.728906,-73.9840414,Joe & Pat's Pizzeria | Dave - 8.4 | Community - 8.67,84,272
221 Ave A,,New York,US,2018-03-23T17:43:51.889Z,"[-73.98083, 40.73026]",Muzzarella Pizza,1,7.633333333,3,6.6,1,6.6,NY,10009,"221 Avenue A, New York, NY 10009, USA",40.730205,-73.9807302,Muzzarella Pizza | Dave - 6.6 | Community - 7.63,66,273
334 Bowery,,New York,US,2018-03-23T17:40:14.130Z,"[-73.99218, 40.726]",Sorbillo Pizzeria,2,8.125,4,7.1,1,7.1,NY,10012,"334 Bowery, New York, NY 10012, USA",40.7260551,-73.9923001,Sorbillo Pizzeria | Dave - 7.1 | Community - 8.12,71,274
197 Lower County Rd,,Dennis Port,US,2018-07-11T21:52:36.206Z,"[-70.1406451, 41.657338]",Joey's Pizzeria,2,6.8375,8,7.3,1,7.3,MA,2639,"197 Lower County Rd, Dennis Port, MA 02639, USA",41.6573714,-70.1406268,Joey's Pizzeria | Dave - 7.3 | Community - 6.84,73,275
390 Main St,,Hyannis,US,2018-07-13T20:36:46.832Z,"[-70.284265, 41.65281]",Pizza Barbone,2,8.125,8,7.7,1,7.7,MA,2601,"390 Main St, Hyannis, MA 02601, USA",41.6528616,-70.2840462,Pizza Barbone | Dave - 7.7 | Community - 8.12,77,276
435 Main St,,Hyannis,US,2018-07-11T22:03:21.871Z,"[-70.285505, 41.651957]",Palio Pizzeria,2,7.585714286,7,7.5,1,7.5,MA,2601,"435 Main St, Hyannis, MA 02601, USA",41.6519358,-70.2854937,Palio Pizzeria | Dave - 7.5 | Community - 7.59,75,277
44 Straight Wharf,,Nantucket,US,2018-03-23T17:42:12.368Z,"[-70.0944579, 41.284708]",Oath Pizza - Nantucket,2,8.32,5,9.3,1,9.3,MA,2554,"44 Straight Wharf, Nantucket, MA 02554, USA",41.2847682,-70.094344,Oath Pizza - Nantucket | Dave - 9.3 | Community - 8.32,93,278
10 Broad St,,Nantucket,US,2018-05-26T22:02:40.849Z,"[-70.098205, 41.285436]",Steamboat Wharf Pizza,2,7.242857143,7,8,1,8,MA,2554,"10 Broad St, Nantucket, MA 02554, USA",41.2853859,-70.0982049,Steamboat Wharf Pizza | Dave - 8.0 | Community - 7.24,80,279
17 Old S Rd,,Nantucket,US,2018-07-26T01:14:38.029Z,"[-70.08563, 41.26818]",Fusaro's,2,7.4,1,7.4,1,7.4,MA,2554,"17 Old South Rd, Nantucket, MA 02554, USA",41.2683804,-70.0858313,Fusaro's | Dave - 7.4 | Community - 7.4,74,280
11 W Creek Rd,,Nantucket,US,2018-03-23T17:49:34.755Z,"[-70.0909999, 41.27218]",Pi Pizzeria,2,8.1,2,8.6,1,8.6,MA,2564,"11 W Creek Rd, Nantucket, MA 02554, USA",41.2721365,-70.0909947,Pi Pizzeria | Dave - 8.6 | Community - 8.1,86,281
7 Daves St,,Nantucket,US,2018-07-09T17:48:04.986Z,"[-70.0919734098355, 41.2730219033538]",Sophie T's Pizza,2,7.3,1,7.2,1,7.2,MA,2554,"7 Dave St, Nantucket, MA 02554, USA",41.2729464,-70.0917998,Sophie T's Pizza | Dave - 7.2 | Community - 7.3,72,282
44 Surfside Rd,,Nantucket,US,2018-07-19T15:57:03.503Z,"[-70.0998199, 41.26717]",Muse Pizza,1,6.3,1,5.9,1,5.9,MA,2554,"44 Surfside Rd, Nantucket, MA 02554, USA",41.267011,-70.0999493,Muse Pizza | Dave - 5.9 | Community - 6.3,59,283
8 Merchant's Rd,Ste 7,Sandwich,US,2018-07-31T14:57:14.144Z,"[-70.5061556, 41.7668035]",Moto Pizza,2,8.06,5,6.2,1,6.2,MA,2563,"8 Merchants Rd, Sandwich, MA 02563, USA",41.7668396,-70.5062036,Moto Pizza | Dave - 6.2 | Community - 8.06,62,284
243 Church St,,Pembroke,US,2018-07-11T09:48:54.685Z,"[-70.7626495, 42.1076202]",Poopsie's,1,7.89,10,7.6,1,7.6,MA,2359,"243 Church St, Pembroke, MA 02359, USA",42.107555,-70.762957,Poopsie's | Dave - 7.6 | Community - 7.89,76,285
141 Eastern Ave,,Lynn,US,2018-04-16T20:16:08.314Z,"[-70.92541, 42.47205]",Monte's Restaurant,1,8.14,50,10,1,10,MA,1902,"141 Eastern Ave, Lynn, MA 01902, USA",42.4720842,-70.925399,Monte's Restaurant | Dave - 10.0 | Community - 8.14,100,286
322 Revere Beach Blvd,,Revere,US,2018-04-16T20:16:10.465Z,"[-70.9867070626225, 42.419522271832]",Bianchi's Pizza,1,8.707692308,13,8.2,1,8.2,MA,2151,"322 Revere Beach Blvd, Revere, MA 02151, USA",42.4195497,-70.986745,Bianchi's Pizza | Dave - 8.2 | Community - 8.71,82,287
18 Lake Ave,,Oak Bluffs,US,2018-07-23T14:59:25.859Z,"[-70.55728, 41.45711]",Giordano's Restaurant,2,6.4,3,6.8,1,6.8,MA,2557,"18 Lake Ave, Oak Bluffs, MA 02557, USA",41.4571614,-70.5572867,Giordano's Restaurant | Dave - 6.8 | Community - 6.4,68,288
